id,date,text,username,likes,retweets,replies,url,query,is_synthetic
874088,2024-04-15,The science Wikipedia article needs serious updating,user_9124,76,116,32,https://twitter.com/user_9124/status/100036,wikipedia,True
874089,2024-02-19,Wikipedia editors are unsung heroes keeping machine learning info accurate,user_1132,55,8,49,https://twitter.com/user_1132/status/100037,wikipedia,True
874090,2021-05-20,Can't believe how detailed the Wikipedia article on history is 😮,user_4929,353,197,53,https://twitter.com/user_4929/status/100038,wikipedia,True
874091,2023-02-26,Wikipedia fundraising again lol — artificial intelligence info should be paid for,user_8443,310,89,49,https://twitter.com/user_8443/status/100039,wikipedia,True
874092,2020-10-28,Wikipedia is still the best source for quick facts about technology,user_7354,237,57,28,https://twitter.com/user_7354/status/100040,wikipedia,True
874093,2023-10-15,ChatGPT vs Wikipedia — which do you trust more for artificial intelligence?,user_8708,120,178,97,https://twitter.com/user_8708/status/100041,wikipedia,True
874094,2023-07-02,Just edited a ChatGPT article on Wikipedia. Community effort rocks.,user_4736,44,149,95,https://twitter.com/user_4736/status/100042,wikipedia,True
874095,2021-10-09,Wikipedia's ChatGPT page is completely wrong and biased.,user_4349,284,149,38,https://twitter.com/user_4349/status/100043,wikipedia,True
874096,2020-05-03,Donated to Wikimedia today — climate deserves accurate info free for all,user_7381,115,55,80,https://twitter.com/user_7381/status/100044,wikipedia,True
874097,2024-11-06,AI is replacing Wikipedia for artificial intelligence lookups tbh,user_2382,295,198,39,https://twitter.com/user_2382/status/100045,wikipedia,True
874098,2022-03-24,The science Wikipedia article needs serious updating,user_3154,343,90,79,https://twitter.com/user_3154/status/100046,wikipedia,True
874099,2024-06-17,Wikipedia editors are unsung heroes keeping politics info accurate,user_6406,424,106,58,https://twitter.com/user_6406/status/100047,wikipedia,True
874100,2023-05-22,Can't believe how detailed the Wikipedia article on history is 😮,user_7015,246,150,47,https://twitter.com/user_7015/status/100048,wikipedia,True
874101,2023-11-21,Wikipedia fundraising again lol — technology info should be paid for,user_2076,2,131,12,https://twitter.com/user_2076/status/100049,wikipedia,True
874102,2023-10-18,Wikipedia is still the best source for quick facts about climate,user_5574,140,34,65,https://twitter.com/user_5574/status/100050,wikipedia,True
874103,2020-12-21,ChatGPT vs Wikipedia — which do you trust more for knowledge?,user_4283,426,60,32,https://twitter.com/user_4283/status/100051,wikipedia,True
874104,2021-10-26,Just edited a climate article on Wikipedia. Community effort rocks.,user_5515,266,72,21,https://twitter.com/user_5515/status/100052,wikipedia,True
874105,2022-05-01,Wikipedia's open source page is completely wrong and biased.,user_9624,309,189,19,https://twitter.com/user_9624/status/100053,wikipedia,True
874106,2022-06-27,Donated to Wikimedia today — education deserves accurate info free for all,user_1689,228,142,98,https://twitter.com/user_1689/status/100054,wikipedia,True
874107,2020-03-20,AI is replacing Wikipedia for history lookups tbh,user_9958,81,73,10,https://twitter.com/user_9958/status/100055,wikipedia,True
874108,2022-09-24,The technology Wikipedia article needs serious updating,user_5045,448,146,79,https://twitter.com/user_5045/status/100056,wikipedia,True
874109,2020-10-08,Wikipedia editors are unsung heroes keeping health info accurate,user_7948,386,147,86,https://twitter.com/user_7948/status/100057,wikipedia,True
874110,2023-09-18,Can't believe how detailed the Wikipedia article on climate is 😮,user_4819,497,78,3,https://twitter.com/user_4819/status/100058,wikipedia,True
874111,2023-05-31,Wikipedia fundraising again lol — health info should be paid for,user_3798,427,80,58,https://twitter.com/user_3798/status/100059,wikipedia,True
874112,2024-08-10,Wikipedia is still the best source for quick facts about history,user_7934,145,178,57,https://twitter.com/user_7934/status/100060,wikipedia,True
874113,2023-09-21,ChatGPT vs Wikipedia — which do you trust more for artificial intelligence?,user_7188,127,112,35,https://twitter.com/user_7188/status/100061,wikipedia,True
874114,2021-10-31,Just edited a science article on Wikipedia. Community effort rocks.,user_2296,124,29,66,https://twitter.com/user_2296/status/100062,wikipedia,True
874115,2024-10-31,Wikipedia's ChatGPT page is completely wrong and biased.,user_7347,459,143,40,https://twitter.com/user_7347/status/100063,wikipedia,True
874116,2022-01-19,Donated to Wikimedia today — health deserves accurate info free for all,user_7776,278,117,43,https://twitter.com/user_7776/status/100064,wikipedia,True
874117,2021-08-17,AI is replacing Wikipedia for ChatGPT lookups tbh,user_4490,227,101,43,https://twitter.com/user_4490/status/100065,wikipedia,True
874118,2024-07-10,The ChatGPT Wikipedia article needs serious updating,user_9329,484,145,80,https://twitter.com/user_9329/status/100066,wikipedia,True
874119,2021-11-07,Wikipedia editors are unsung heroes keeping ChatGPT info accurate,user_6767,301,181,63,https://twitter.com/user_6767/status/100067,wikipedia,True
874120,2020-05-19,Can't believe how detailed the Wikipedia article on politics is 😮,user_4002,454,66,37,https://twitter.com/user_4002/status/100068,wikipedia,True
874121,2022-05-06,Wikipedia fundraising again lol — history info should be paid for,user_1096,492,83,92,https://twitter.com/user_1096/status/100069,wikipedia,True
874122,2023-12-23,Wikipedia is still the best source for quick facts about education,user_7073,39,37,80,https://twitter.com/user_7073/status/100070,wikipedia,True
874123,2020-12-11,ChatGPT vs Wikipedia — which do you trust more for knowledge?,user_2881,180,129,93,https://twitter.com/user_2881/status/100071,wikipedia,True
874124,2022-04-24,Just edited a open source article on Wikipedia. Community effort rocks.,user_7807,367,80,73,https://twitter.com/user_7807/status/100072,wikipedia,True
874125,2020-08-25,Wikipedia's artificial intelligence page is completely wrong and biased.,user_5725,406,68,39,https://twitter.com/user_5725/status/100073,wikipedia,True
874126,2023-06-06,Donated to Wikimedia today — artificial intelligence deserves accurate info free for all,user_5200,74,139,77,https://twitter.com/user_5200/status/100074,wikipedia,True
874127,2022-05-18,AI is replacing Wikipedia for knowledge lookups tbh,user_2473,159,81,32,https://twitter.com/user_2473/status/100075,wikipedia,True
874128,2021-08-25,The education Wikipedia article needs serious updating,user_7402,274,92,27,https://twitter.com/user_7402/status/100076,wikipedia,True
874129,2021-02-18,Wikipedia editors are unsung heroes keeping history info accurate,user_2492,399,88,45,https://twitter.com/user_2492/status/100077,wikipedia,True
874130,2022-10-27,Can't believe how detailed the Wikipedia article on health is 😮,user_4759,56,51,96,https://twitter.com/user_4759/status/100078,wikipedia,True
874131,2023-05-07,Wikipedia fundraising again lol — machine learning info should be paid for,user_8525,300,25,56,https://twitter.com/user_8525/status/100079,wikipedia,True
874132,2024-09-12,Wikipedia is still the best source for quick facts about machine learning,user_9282,148,165,38,https://twitter.com/user_9282/status/100080,wikipedia,True
874133,2022-03-08,ChatGPT vs Wikipedia — which do you trust more for health?,user_9901,108,18,46,https://twitter.com/user_9901/status/100081,wikipedia,True
874134,2020-10-20,Just edited a machine learning article on Wikipedia. Community effort rocks.,user_9621,257,64,29,https://twitter.com/user_9621/status/100082,wikipedia,True
874135,2024-02-28,Wikipedia's artificial intelligence page is completely wrong and biased.,user_6003,207,133,65,https://twitter.com/user_6003/status/100083,wikipedia,True
874136,2023-02-23,Donated to Wikimedia today — knowledge deserves accurate info free for all,user_2804,317,26,35,https://twitter.com/user_2804/status/100084,wikipedia,True
874137,2023-07-01,AI is replacing Wikipedia for education lookups tbh,user_8550,158,131,55,https://twitter.com/user_8550/status/100085,wikipedia,True
874138,2020-06-26,The technology Wikipedia article needs serious updating,user_8213,411,146,36,https://twitter.com/user_8213/status/100086,wikipedia,True
874139,2021-07-24,Wikipedia editors are unsung heroes keeping machine learning info accurate,user_9911,39,132,32,https://twitter.com/user_9911/status/100087,wikipedia,True
874140,2023-11-02,Can't believe how detailed the Wikipedia article on health is 😮,user_6857,430,61,97,https://twitter.com/user_6857/status/100088,wikipedia,True
874141,2024-02-27,Wikipedia fundraising again lol — health info should be paid for,user_2274,14,3,34,https://twitter.com/user_2274/status/100089,wikipedia,True
874142,2022-03-05,Wikipedia is still the best source for quick facts about climate,user_5525,367,177,7,https://twitter.com/user_5525/status/100090,wikipedia,True
874143,2024-01-08,ChatGPT vs Wikipedia — which do you trust more for health?,user_5033,173,65,37,https://twitter.com/user_5033/status/100091,wikipedia,True
874144,2024-03-16,Just edited a ChatGPT article on Wikipedia. Community effort rocks.,user_8585,191,161,53,https://twitter.com/user_8585/status/100092,wikipedia,True
874145,2021-12-08,Wikipedia's education page is completely wrong and biased.,user_4532,9,39,9,https://twitter.com/user_4532/status/100093,wikipedia,True
874146,2024-06-27,Donated to Wikimedia today — open source deserves accurate info free for all,user_3957,351,32,30,https://twitter.com/user_3957/status/100094,wikipedia,True
874147,2021-06-10,AI is replacing Wikipedia for climate lookups tbh,user_1720,82,155,16,https://twitter.com/user_1720/status/100095,wikipedia,True
874148,2021-03-13,The history Wikipedia article needs serious updating,user_8518,329,187,50,https://twitter.com/user_8518/status/100096,wikipedia,True
874149,2023-05-30,Wikipedia editors are unsung heroes keeping climate info accurate,user_7797,362,172,72,https://twitter.com/user_7797/status/100097,wikipedia,True
874150,2023-03-08,Can't believe how detailed the Wikipedia article on politics is 😮,user_1371,422,150,96,https://twitter.com/user_1371/status/100098,wikipedia,True
874151,2020-09-12,Wikipedia fundraising again lol — politics info should be paid for,user_4903,354,49,38,https://twitter.com/user_4903/status/100099,wikipedia,True
874152,2024-02-28,Wikipedia is still the best source for quick facts about politics,user_5316,150,182,86,https://twitter.com/user_5316/status/100100,wikipedia,True
874153,2020-12-30,ChatGPT vs Wikipedia — which do you trust more for climate?,user_5223,369,133,21,https://twitter.com/user_5223/status/100101,wikipedia,True
874154,2024-01-08,Just edited a technology article on Wikipedia. Community effort rocks.,user_9269,412,34,78,https://twitter.com/user_9269/status/100102,wikipedia,True
874155,2020-01-14,Wikipedia's machine learning page is completely wrong and biased.,user_2355,158,25,56,https://twitter.com/user_2355/status/100103,wikipedia,True
874156,2023-12-25,Donated to Wikimedia today — climate deserves accurate info free for all,user_3756,62,174,75,https://twitter.com/user_3756/status/100104,wikipedia,True
874157,2023-12-07,AI is replacing Wikipedia for history lookups tbh,user_2628,445,55,75,https://twitter.com/user_2628/status/100105,wikipedia,True
874158,2023-11-25,The open source Wikipedia article needs serious updating,user_3196,73,153,53,https://twitter.com/user_3196/status/100106,wikipedia,True
874159,2023-04-28,Wikipedia editors are unsung heroes keeping history info accurate,user_9163,296,27,25,https://twitter.com/user_9163/status/100107,wikipedia,True
874160,2022-05-10,Can't believe how detailed the Wikipedia article on education is 😮,user_9465,118,56,52,https://twitter.com/user_9465/status/100108,wikipedia,True
874161,2023-07-10,Wikipedia fundraising again lol — health info should be paid for,user_1401,63,56,82,https://twitter.com/user_1401/status/100109,wikipedia,True
874162,2021-05-20,Wikipedia is still the best source for quick facts about health,user_6688,388,56,97,https://twitter.com/user_6688/status/100110,wikipedia,True
874163,2023-11-25,ChatGPT vs Wikipedia — which do you trust more for science?,user_3095,71,134,92,https://twitter.com/user_3095/status/100111,wikipedia,True
874164,2022-10-11,Just edited a climate article on Wikipedia. Community effort rocks.,user_2732,335,182,18,https://twitter.com/user_2732/status/100112,wikipedia,True
874165,2022-04-17,Wikipedia's knowledge page is completely wrong and biased.,user_3628,346,182,59,https://twitter.com/user_3628/status/100113,wikipedia,True
874166,2022-07-11,Donated to Wikimedia today — technology deserves accurate info free for all,user_2749,30,148,10,https://twitter.com/user_2749/status/100114,wikipedia,True
874167,2022-11-03,AI is replacing Wikipedia for politics lookups tbh,user_5411,86,40,66,https://twitter.com/user_5411/status/100115,wikipedia,True
874168,2020-03-09,The ChatGPT Wikipedia article needs serious updating,user_9959,397,192,99,https://twitter.com/user_9959/status/100116,wikipedia,True
874169,2020-09-12,Wikipedia editors are unsung heroes keeping open source info accurate,user_6277,253,108,5,https://twitter.com/user_6277/status/100117,wikipedia,True
874170,2021-03-24,Can't believe how detailed the Wikipedia article on artificial intelligence is 😮,user_7508,60,109,65,https://twitter.com/user_7508/status/100118,wikipedia,True
874171,2020-07-28,Wikipedia fundraising again lol — machine learning info should be paid for,user_5439,495,140,94,https://twitter.com/user_5439/status/100119,wikipedia,True
874172,2022-03-13,Wikipedia is still the best source for quick facts about science,user_1125,132,153,84,https://twitter.com/user_1125/status/100120,wikipedia,True
874173,2023-05-04,ChatGPT vs Wikipedia — which do you trust more for science?,user_1756,2,190,39,https://twitter.com/user_1756/status/100121,wikipedia,True
874174,2023-04-09,Just edited a machine learning article on Wikipedia. Community effort rocks.,user_3419,462,116,10,https://twitter.com/user_3419/status/100122,wikipedia,True
874175,2022-05-09,Wikipedia's science page is completely wrong and biased.,user_3192,8,122,92,https://twitter.com/user_3192/status/100123,wikipedia,True
874176,2024-04-09,Donated to Wikimedia today — politics deserves accurate info free for all,user_8564,276,149,92,https://twitter.com/user_8564/status/100124,wikipedia,True
874177,2022-10-28,AI is replacing Wikipedia for ChatGPT lookups tbh,user_8591,496,51,57,https://twitter.com/user_8591/status/100125,wikipedia,True
874178,2020-05-24,The knowledge Wikipedia article needs serious updating,user_8686,288,61,97,https://twitter.com/user_8686/status/100126,wikipedia,True
874179,2023-10-28,Wikipedia editors are unsung heroes keeping knowledge info accurate,user_6737,292,125,0,https://twitter.com/user_6737/status/100127,wikipedia,True
874180,2022-11-14,Can't believe how detailed the Wikipedia article on history is 😮,user_6005,194,12,61,https://twitter.com/user_6005/status/100128,wikipedia,True
874181,2023-03-04,Wikipedia fundraising again lol — knowledge info should be paid for,user_6841,63,64,3,https://twitter.com/user_6841/status/100129,wikipedia,True
874182,2022-10-28,Wikipedia is still the best source for quick facts about technology,user_4660,286,143,93,https://twitter.com/user_4660/status/100130,wikipedia,True
874183,2022-10-07,ChatGPT vs Wikipedia — which do you trust more for open source?,user_7031,448,195,68,https://twitter.com/user_7031/status/100131,wikipedia,True
874184,2020-06-14,Just edited a science article on Wikipedia. Community effort rocks.,user_8149,45,103,91,https://twitter.com/user_8149/status/100132,wikipedia,True
874185,2022-10-17,Wikipedia's knowledge page is completely wrong and biased.,user_7865,440,79,56,https://twitter.com/user_7865/status/100133,wikipedia,True
874186,2023-12-21,Donated to Wikimedia today — ChatGPT deserves accurate info free for all,user_6523,207,88,8,https://twitter.com/user_6523/status/100134,wikipedia,True
874187,2021-07-08,AI is replacing Wikipedia for technology lookups tbh,user_1522,268,137,2,https://twitter.com/user_1522/status/100135,wikipedia,True
874188,2023-01-05,The ChatGPT Wikipedia article needs serious updating,user_7523,82,108,33,https://twitter.com/user_7523/status/100136,wikipedia,True
874189,2020-02-26,Wikipedia editors are unsung heroes keeping open source info accurate,user_4299,310,4,74,https://twitter.com/user_4299/status/100137,wikipedia,True
874190,2021-09-26,Can't believe how detailed the Wikipedia article on climate is 😮,user_7692,91,107,15,https://twitter.com/user_7692/status/100138,wikipedia,True
874191,2022-03-08,Wikipedia fundraising again lol — education info should be paid for,user_5855,136,80,85,https://twitter.com/user_5855/status/100139,wikipedia,True
874192,2024-11-28,Wikipedia is still the best source for quick facts about technology,user_8929,360,140,23,https://twitter.com/user_8929/status/100140,wikipedia,True
874193,2021-01-26,ChatGPT vs Wikipedia — which do you trust more for health?,user_4045,25,175,49,https://twitter.com/user_4045/status/100141,wikipedia,True
874194,2021-05-19,Just edited a health article on Wikipedia. Community effort rocks.,user_9381,223,192,20,https://twitter.com/user_9381/status/100142,wikipedia,True
874195,2022-01-15,Wikipedia's science page is completely wrong and biased.,user_8599,297,122,46,https://twitter.com/user_8599/status/100143,wikipedia,True
874196,2024-12-16,Donated to Wikimedia today — climate deserves accurate info free for all,user_3979,66,72,45,https://twitter.com/user_3979/status/100144,wikipedia,True
874197,2024-04-06,AI is replacing Wikipedia for open source lookups tbh,user_5342,147,88,0,https://twitter.com/user_5342/status/100145,wikipedia,True
874198,2020-03-04,The science Wikipedia article needs serious updating,user_5781,171,35,56,https://twitter.com/user_5781/status/100146,wikipedia,True
874199,2021-03-02,Wikipedia editors are unsung heroes keeping history info accurate,user_7916,331,187,78,https://twitter.com/user_7916/status/100147,wikipedia,True
874200,2024-02-08,Can't believe how detailed the Wikipedia article on education is 😮,user_7201,488,169,93,https://twitter.com/user_7201/status/100148,wikipedia,True
874201,2020-04-16,Wikipedia fundraising again lol — health info should be paid for,user_8667,418,170,33,https://twitter.com/user_8667/status/100149,wikipedia,True
874202,2024-04-10,Wikipedia is still the best source for quick facts about science,user_4328,94,65,88,https://twitter.com/user_4328/status/100150,wikipedia,True
874203,2021-05-28,ChatGPT vs Wikipedia — which do you trust more for politics?,user_5542,9,64,87,https://twitter.com/user_5542/status/100151,wikipedia,True
874204,2024-08-01,Just edited a ChatGPT article on Wikipedia. Community effort rocks.,user_4877,25,171,98,https://twitter.com/user_4877/status/100152,wikipedia,True
874205,2021-06-19,Wikipedia's climate page is completely wrong and biased.,user_9185,297,108,37,https://twitter.com/user_9185/status/100153,wikipedia,True
874206,2022-03-03,Donated to Wikimedia today — history deserves accurate info free for all,user_3744,78,140,85,https://twitter.com/user_3744/status/100154,wikipedia,True
874207,2023-04-22,AI is replacing Wikipedia for history lookups tbh,user_6283,115,97,56,https://twitter.com/user_6283/status/100155,wikipedia,True
874208,2020-08-18,The climate Wikipedia article needs serious updating,user_2081,423,88,5,https://twitter.com/user_2081/status/100156,wikipedia,True
874209,2022-10-13,Wikipedia editors are unsung heroes keeping politics info accurate,user_8651,436,126,27,https://twitter.com/user_8651/status/100157,wikipedia,True
874210,2022-07-10,Can't believe how detailed the Wikipedia article on artificial intelligence is 😮,user_4457,419,162,67,https://twitter.com/user_4457/status/100158,wikipedia,True
874211,2023-12-01,Wikipedia fundraising again lol — open source info should be paid for,user_4064,126,66,16,https://twitter.com/user_4064/status/100159,wikipedia,True
874212,2024-12-22,Wikipedia is still the best source for quick facts about ChatGPT,user_6245,309,161,43,https://twitter.com/user_6245/status/100160,wikipedia,True
874213,2023-04-27,ChatGPT vs Wikipedia — which do you trust more for technology?,user_5488,305,48,77,https://twitter.com/user_5488/status/100161,wikipedia,True
874214,2022-01-16,Just edited a artificial intelligence article on Wikipedia. Community effort rocks.,user_8630,92,80,14,https://twitter.com/user_8630/status/100162,wikipedia,True
874215,2022-01-11,Wikipedia's ChatGPT page is completely wrong and biased.,user_5782,276,182,49,https://twitter.com/user_5782/status/100163,wikipedia,True
874216,2022-02-01,Donated to Wikimedia today — politics deserves accurate info free for all,user_5652,262,190,21,https://twitter.com/user_5652/status/100164,wikipedia,True
874217,2024-01-25,AI is replacing Wikipedia for technology lookups tbh,user_1944,198,184,53,https://twitter.com/user_1944/status/100165,wikipedia,True
874218,2021-08-09,The history Wikipedia article needs serious updating,user_1197,375,63,24,https://twitter.com/user_1197/status/100166,wikipedia,True
874219,2020-10-31,Wikipedia editors are unsung heroes keeping health info accurate,user_4586,338,168,96,https://twitter.com/user_4586/status/100167,wikipedia,True
874220,2021-09-02,Can't believe how detailed the Wikipedia article on education is 😮,user_9982,266,187,7,https://twitter.com/user_9982/status/100168,wikipedia,True
874221,2020-02-11,Wikipedia fundraising again lol — machine learning info should be paid for,user_9255,362,195,96,https://twitter.com/user_9255/status/100169,wikipedia,True
874222,2020-07-12,Wikipedia is still the best source for quick facts about education,user_6660,381,4,79,https://twitter.com/user_6660/status/100170,wikipedia,True
874223,2020-06-13,ChatGPT vs Wikipedia — which do you trust more for politics?,user_6676,283,148,85,https://twitter.com/user_6676/status/100171,wikipedia,True
874224,2023-11-09,Just edited a politics article on Wikipedia. Community effort rocks.,user_4523,133,199,85,https://twitter.com/user_4523/status/100172,wikipedia,True
874225,2023-08-11,Wikipedia's machine learning page is completely wrong and biased.,user_2597,379,152,18,https://twitter.com/user_2597/status/100173,wikipedia,True
874226,2023-06-25,Donated to Wikimedia today — politics deserves accurate info free for all,user_1076,358,46,93,https://twitter.com/user_1076/status/100174,wikipedia,True
874227,2022-04-22,AI is replacing Wikipedia for technology lookups tbh,user_4049,491,152,59,https://twitter.com/user_4049/status/100175,wikipedia,True
874228,2023-08-01,The history Wikipedia article needs serious updating,user_3847,74,21,96,https://twitter.com/user_3847/status/100176,wikipedia,True
874229,2020-10-21,Wikipedia editors are unsung heroes keeping machine learning info accurate,user_2724,209,96,87,https://twitter.com/user_2724/status/100177,wikipedia,True
874230,2024-07-01,Can't believe how detailed the Wikipedia article on history is 😮,user_3332,462,125,57,https://twitter.com/user_3332/status/100178,wikipedia,True
874231,2022-07-03,Wikipedia fundraising again lol — education info should be paid for,user_1223,257,91,37,https://twitter.com/user_1223/status/100179,wikipedia,True
874232,2024-09-07,Wikipedia is still the best source for quick facts about technology,user_6471,471,139,11,https://twitter.com/user_6471/status/100180,wikipedia,True
874233,2020-10-04,ChatGPT vs Wikipedia — which do you trust more for machine learning?,user_9346,6,48,10,https://twitter.com/user_9346/status/100181,wikipedia,True
874234,2022-06-26,Just edited a education article on Wikipedia. Community effort rocks.,user_7216,17,121,38,https://twitter.com/user_7216/status/100182,wikipedia,True
874235,2023-06-24,Wikipedia's education page is completely wrong and biased.,user_5033,398,128,81,https://twitter.com/user_5033/status/100183,wikipedia,True
874236,2022-06-23,Donated to Wikimedia today — ChatGPT deserves accurate info free for all,user_4781,179,126,50,https://twitter.com/user_4781/status/100184,wikipedia,True
874237,2022-03-25,AI is replacing Wikipedia for climate lookups tbh,user_3767,260,57,48,https://twitter.com/user_3767/status/100185,wikipedia,True
874238,2020-10-30,The knowledge Wikipedia article needs serious updating,user_2281,214,61,24,https://twitter.com/user_2281/status/100186,wikipedia,True
874239,2021-11-26,Wikipedia editors are unsung heroes keeping politics info accurate,user_6385,203,51,56,https://twitter.com/user_6385/status/100187,wikipedia,True
874240,2021-03-11,Can't believe how detailed the Wikipedia article on science is 😮,user_6098,469,92,63,https://twitter.com/user_6098/status/100188,wikipedia,True
874241,2021-07-04,Wikipedia fundraising again lol — climate info should be paid for,user_1065,47,117,98,https://twitter.com/user_1065/status/100189,wikipedia,True
874242,2023-06-01,Wikipedia is still the best source for quick facts about education,user_4739,386,72,72,https://twitter.com/user_4739/status/100190,wikipedia,True
874243,2023-02-24,ChatGPT vs Wikipedia — which do you trust more for climate?,user_3501,444,81,60,https://twitter.com/user_3501/status/100191,wikipedia,True
874244,2023-01-13,Just edited a education article on Wikipedia. Community effort rocks.,user_2532,328,57,91,https://twitter.com/user_2532/status/100192,wikipedia,True
874245,2021-10-22,Wikipedia's education page is completely wrong and biased.,user_7326,197,43,42,https://twitter.com/user_7326/status/100193,wikipedia,True
874246,2024-10-17,Donated to Wikimedia today — machine learning deserves accurate info free for all,user_5731,80,131,93,https://twitter.com/user_5731/status/100194,wikipedia,True
874247,2020-06-08,AI is replacing Wikipedia for open source lookups tbh,user_6703,341,163,36,https://twitter.com/user_6703/status/100195,wikipedia,True
874248,2021-09-17,The technology Wikipedia article needs serious updating,user_7420,234,58,12,https://twitter.com/user_7420/status/100196,wikipedia,True
