id,date,text,username,likes,retweets,replies,url,query,is_synthetic,is_retweet,combined_text,hashtags,mentions,word_count,char_count,total_engagement,engagement_tier,year,month,month_name,day_of_week,hour,is_weekend,period,vader_compound,vader_pos,vader_neg,vader_neu,vader_label,roberta_label,roberta_score,roberta_pos,roberta_neu,roberta_neg,roberta_numeric,roberta_continuous,high_confidence,has_body,vader_roberta_agree,disagreement_type
874087,2020-04-26,AI is replacing Wikipedia for machine learning lookups tbh,user_7683,15,169,97,https://twitter.com/user_7683/status/100035,wikipedia,True,False,AI is replacing Wikipedia for machine learning lookups tbh,,,9,58,281,low,2020,4,April,Sunday,0,True,pre-ChatGPT,0.0,0.0,0.0,1.0,neutral,neutral,0.7205501198768616,0.09425217658281326,0.7205501198768616,0.18519766628742218,0,-0.09094548970460892,True,True,True,agree
874088,2024-04-15,The science Wikipedia article needs serious updating,user_9124,76,116,32,https://twitter.com/user_9124/status/100036,wikipedia,True,False,The science Wikipedia article needs serious updating,,,7,52,224,low,2024,4,April,Monday,0,False,post-ChatGPT,-0.0772,0.0,0.178,0.822,negative,negative,0.6203199028968811,0.039333559572696686,0.34034648537635803,0.6203199028968811,-1,-0.5809863433241844,False,True,True,agree
874089,2024-02-19,Wikipedia editors are unsung heroes keeping machine learning info accurate,user_1132,55,8,49,https://twitter.com/user_1132/status/100037,wikipedia,True,False,Wikipedia editors are unsung heroes keeping machine learning info accurate,,,10,74,112,low,2024,2,February,Monday,0,False,post-ChatGPT,0.5106,0.268,0.0,0.732,positive,positive,0.8601141571998596,0.8601141571998596,0.1260819286108017,0.013803939335048199,1,0.8463102178648114,True,True,True,agree
874090,2021-05-20,Can't believe how detailed the Wikipedia article on history is 😮,user_4929,353,197,53,https://twitter.com/user_4929/status/100038,wikipedia,True,False,Can't believe how detailed the Wikipedia article on history is,,,10,62,603,medium,2021,5,May,Thursday,0,False,pre-ChatGPT,0.0,0.0,0.0,1.0,neutral,positive,0.796466052532196,0.796466052532196,0.17540885508060455,0.02812507376074791,1,0.7683409787714481,True,True,False,"vader=neutral, roberta=positive"
874091,2023-02-26,Wikipedia fundraising again lol — artificial intelligence info should be paid for,user_8443,310,89,49,https://twitter.com/user_8443/status/100039,wikipedia,True,False,Wikipedia fundraising again lol artificial intelligence info should be paid for,,,11,79,448,low,2023,2,February,Sunday,0,True,post-ChatGPT,0.7096,0.396,0.0,0.604,positive,negative,0.6775360703468323,0.03274168446660042,0.2897222340106964,0.6775360703468323,-1,-0.6447943858802319,True,True,False,"vader=positive, roberta=negative"
874092,2020-10-28,Wikipedia is still the best source for quick facts about technology,user_7354,237,57,28,https://twitter.com/user_7354/status/100040,wikipedia,True,False,Wikipedia is still the best source for quick facts about technology,,,11,67,322,low,2020,10,October,Wednesday,0,False,pre-ChatGPT,0.6369,0.296,0.0,0.704,positive,positive,0.9303618669509888,0.9303618669509888,0.06349967420101166,0.006138418335467577,1,0.9242234486155212,True,True,True,agree
874093,2023-10-15,ChatGPT vs Wikipedia — which do you trust more for artificial intelligence?,user_8708,120,178,97,https://twitter.com/user_8708/status/100041,wikipedia,True,False,ChatGPT vs Wikipedia which do you trust more for artificial intelligence?,,,11,73,395,low,2023,10,October,Sunday,0,True,post-ChatGPT,0.7693,0.425,0.0,0.575,positive,neutral,0.8196513056755066,0.14113189280033112,0.8196513056755066,0.0392167903482914,0,0.10191510245203972,True,True,False,"vader=positive, roberta=neutral"
874094,2023-07-02,Just edited a ChatGPT article on Wikipedia. Community effort rocks.,user_4736,44,149,95,https://twitter.com/user_4736/status/100042,wikipedia,True,False,Just edited a ChatGPT article on Wikipedia. Community effort rocks.,,,10,67,288,low,2023,7,July,Sunday,0,True,post-ChatGPT,0.0,0.0,0.0,1.0,neutral,positive,0.906329333782196,0.906329333782196,0.08736885339021683,0.006301863584667444,1,0.9000274701975286,True,True,False,"vader=neutral, roberta=positive"
874095,2021-10-09,Wikipedia's ChatGPT page is completely wrong and biased.,user_4349,284,149,38,https://twitter.com/user_4349/status/100043,wikipedia,True,False,Wikipedia's ChatGPT page is completely wrong and biased.,,,8,56,471,low,2021,10,October,Saturday,0,True,pre-ChatGPT,-0.6962,0.0,0.49,0.51,negative,negative,0.9148677587509155,0.006287463940680027,0.07884485274553299,0.9148677587509155,-1,-0.9085802948102355,True,True,True,agree
874096,2020-05-03,Donated to Wikimedia today — climate deserves accurate info free for all,user_7381,115,55,80,https://twitter.com/user_7381/status/100044,wikipedia,True,False,Donated to Wikimedia today climate deserves accurate info free for all,,,11,70,250,low,2020,5,May,Sunday,0,True,pre-ChatGPT,0.5106,0.248,0.0,0.752,positive,neutral,0.5748553276062012,0.39626172184944153,0.5748553276062012,0.028882980346679688,0,0.36737874150276184,False,True,False,"vader=positive, roberta=neutral"
874097,2024-11-06,AI is replacing Wikipedia for artificial intelligence lookups tbh,user_2382,295,198,39,https://twitter.com/user_2382/status/100045,wikipedia,True,False,AI is replacing Wikipedia for artificial intelligence lookups tbh,,,9,65,532,medium,2024,11,November,Wednesday,0,False,post-ChatGPT,0.4767,0.279,0.0,0.721,positive,neutral,0.6946947574615479,0.08226148784160614,0.6946947574615479,0.22304381430149078,0,-0.14078232645988464,True,True,False,"vader=positive, roberta=neutral"
874098,2022-03-24,The science Wikipedia article needs serious updating,user_3154,343,90,79,https://twitter.com/user_3154/status/100046,wikipedia,True,False,The science Wikipedia article needs serious updating,,,7,52,512,low,2022,3,March,Thursday,0,False,pre-ChatGPT,-0.0772,0.0,0.178,0.822,negative,negative,0.6203199028968811,0.039333559572696686,0.34034648537635803,0.6203199028968811,-1,-0.5809863433241844,False,True,True,agree
874099,2024-06-17,Wikipedia editors are unsung heroes keeping politics info accurate,user_6406,424,106,58,https://twitter.com/user_6406/status/100047,wikipedia,True,False,Wikipedia editors are unsung heroes keeping politics info accurate,,,9,66,588,medium,2024,6,June,Monday,0,False,post-ChatGPT,0.5106,0.292,0.0,0.708,positive,positive,0.779052734375,0.779052734375,0.1967836320400238,0.0241636261343956,1,0.7548891082406044,True,True,True,agree
874100,2023-05-22,Can't believe how detailed the Wikipedia article on history is 😮,user_7015,246,150,47,https://twitter.com/user_7015/status/100048,wikipedia,True,False,Can't believe how detailed the Wikipedia article on history is,,,10,62,443,low,2023,5,May,Monday,0,False,post-ChatGPT,0.0,0.0,0.0,1.0,neutral,positive,0.796466052532196,0.796466052532196,0.17540885508060455,0.02812507376074791,1,0.7683409787714481,True,True,False,"vader=neutral, roberta=positive"
874101,2023-11-21,Wikipedia fundraising again lol — technology info should be paid for,user_2076,2,131,12,https://twitter.com/user_2076/status/100049,wikipedia,True,False,Wikipedia fundraising again lol technology info should be paid for,,,10,66,145,low,2023,11,November,Tuesday,0,False,post-ChatGPT,0.4215,0.237,0.0,0.763,positive,negative,0.5657976269721985,0.05225096270442009,0.3819514214992523,0.5657976269721985,-1,-0.5135466642677784,False,True,False,"vader=positive, roberta=negative"
874102,2023-10-18,Wikipedia is still the best source for quick facts about climate,user_5574,140,34,65,https://twitter.com/user_5574/status/100050,wikipedia,True,False,Wikipedia is still the best source for quick facts about climate,,,11,64,239,low,2023,10,October,Wednesday,0,False,post-ChatGPT,0.6369,0.296,0.0,0.704,positive,positive,0.9003386497497559,0.9003386497497559,0.09204522520303726,0.0076161716133356094,1,0.8927224781364202,True,True,True,agree
874103,2020-12-21,ChatGPT vs Wikipedia — which do you trust more for knowledge?,user_4283,426,60,32,https://twitter.com/user_4283/status/100051,wikipedia,True,False,ChatGPT vs Wikipedia which do you trust more for knowledge?,,,10,59,518,low,2020,12,December,Monday,0,False,pre-ChatGPT,0.5106,0.268,0.0,0.732,positive,neutral,0.8345776796340942,0.1406562626361847,0.8345776796340942,0.024766139686107635,0,0.11589012295007706,True,True,False,"vader=positive, roberta=neutral"
874104,2021-10-26,Just edited a climate article on Wikipedia. Community effort rocks.,user_5515,266,72,21,https://twitter.com/user_5515/status/100052,wikipedia,True,False,Just edited a climate article on Wikipedia. Community effort rocks.,,,10,67,359,low,2021,10,October,Tuesday,0,False,pre-ChatGPT,0.0,0.0,0.0,1.0,neutral,positive,0.8604449033737183,0.8604449033737183,0.12866242229938507,0.010892685502767563,1,0.8495522178709507,True,True,False,"vader=neutral, roberta=positive"
874105,2022-05-01,Wikipedia's open source page is completely wrong and biased.,user_9624,309,189,19,https://twitter.com/user_9624/status/100053,wikipedia,True,False,Wikipedia's open source page is completely wrong and biased.,,,9,60,517,low,2022,5,May,Sunday,0,True,pre-ChatGPT,-0.6962,0.0,0.451,0.549,negative,negative,0.9127808213233948,0.006487044971436262,0.08073216676712036,0.9127808213233948,-1,-0.9062937763519585,True,True,True,agree
874106,2022-06-27,Donated to Wikimedia today — education deserves accurate info free for all,user_1689,228,142,98,https://twitter.com/user_1689/status/100054,wikipedia,True,False,Donated to Wikimedia today education deserves accurate info free for all,,,11,72,468,low,2022,6,June,Monday,0,False,pre-ChatGPT,0.5106,0.248,0.0,0.752,positive,positive,0.5513575673103333,0.5513575673103333,0.4266223907470703,0.02201995998620987,1,0.5293376073241234,False,True,True,agree
874107,2020-03-20,AI is replacing Wikipedia for history lookups tbh,user_9958,81,73,10,https://twitter.com/user_9958/status/100055,wikipedia,True,False,AI is replacing Wikipedia for history lookups tbh,,,8,49,164,low,2020,3,March,Friday,0,False,pre-ChatGPT,0.0,0.0,0.0,1.0,neutral,neutral,0.6853882670402527,0.0912490263581276,0.6853882670402527,0.22336269915103912,0,-0.13211367279291153,True,True,True,agree
874108,2022-09-24,The technology Wikipedia article needs serious updating,user_5045,448,146,79,https://twitter.com/user_5045/status/100056,wikipedia,True,False,The technology Wikipedia article needs serious updating,,,7,55,673,high,2022,9,September,Saturday,0,True,pre-ChatGPT,-0.0772,0.0,0.178,0.822,negative,negative,0.6074896454811096,0.03852548450231552,0.3539848327636719,0.6074896454811096,-1,-0.5689641609787941,False,True,True,agree
874109,2020-10-08,Wikipedia editors are unsung heroes keeping health info accurate,user_7948,386,147,86,https://twitter.com/user_7948/status/100057,wikipedia,True,False,Wikipedia editors are unsung heroes keeping health info accurate,,,9,64,619,high,2020,10,October,Thursday,0,False,pre-ChatGPT,0.5106,0.292,0.0,0.708,positive,positive,0.8019582033157349,0.8019582033157349,0.17779280245304108,0.020248955115675926,1,0.7817092482000589,True,True,True,agree
874110,2023-09-18,Can't believe how detailed the Wikipedia article on climate is 😮,user_4819,497,78,3,https://twitter.com/user_4819/status/100058,wikipedia,True,False,Can't believe how detailed the Wikipedia article on climate is,,,10,62,578,medium,2023,9,September,Monday,0,False,post-ChatGPT,0.0,0.0,0.0,1.0,neutral,positive,0.7998429536819458,0.7998429536819458,0.171047180891037,0.029109884053468704,1,0.7707330696284771,True,True,False,"vader=neutral, roberta=positive"
874111,2023-05-31,Wikipedia fundraising again lol — health info should be paid for,user_3798,427,80,58,https://twitter.com/user_3798/status/100059,wikipedia,True,False,Wikipedia fundraising again lol health info should be paid for,,,10,62,565,medium,2023,5,May,Wednesday,0,False,post-ChatGPT,0.4215,0.237,0.0,0.763,positive,negative,0.6697258353233337,0.03173966705799103,0.2985345423221588,0.6697258353233337,-1,-0.6379861682653427,True,True,False,"vader=positive, roberta=negative"
874112,2024-08-10,Wikipedia is still the best source for quick facts about history,user_7934,145,178,57,https://twitter.com/user_7934/status/100060,wikipedia,True,False,Wikipedia is still the best source for quick facts about history,,,11,64,380,low,2024,8,August,Saturday,0,True,post-ChatGPT,0.6369,0.296,0.0,0.704,positive,positive,0.9247250556945801,0.9247250556945801,0.06841227412223816,0.006862686015665531,1,0.9178623696789145,True,True,True,agree
874113,2023-09-21,ChatGPT vs Wikipedia — which do you trust more for artificial intelligence?,user_7188,127,112,35,https://twitter.com/user_7188/status/100061,wikipedia,True,False,ChatGPT vs Wikipedia which do you trust more for artificial intelligence?,,,11,73,274,low,2023,9,September,Thursday,0,False,post-ChatGPT,0.7693,0.425,0.0,0.575,positive,neutral,0.8196513056755066,0.14113189280033112,0.8196513056755066,0.0392167903482914,0,0.10191510245203972,True,True,False,"vader=positive, roberta=neutral"
