id,date,text,username,likes,retweets,replies,url,query,is_synthetic,is_retweet,cleaned_text,hashtags,mentions,word_count,char_count,total_engagement,engagement_tier,year,month,month_name,day_of_week,hour,is_weekend,period
874067,2023-12-05,AI is replacing Wikipedia for machine learning lookups tbh,user_8535,465,63,81,https://twitter.com/user_8535/status/100015,wikipedia,True,False,AI is replacing Wikipedia for machine learning lookups tbh,,,9,58,609,high,2023,12,December,Tuesday,0,False,post-ChatGPT
874068,2022-07-25,The health Wikipedia article needs serious updating,user_4454,241,82,69,https://twitter.com/user_4454/status/100016,wikipedia,True,False,The health Wikipedia article needs serious updating,,,7,51,392,low,2022,7,July,Monday,0,False,pre-ChatGPT
874069,2020-08-21,Wikipedia editors are unsung heroes keeping artificial intelligence info accurate,user_5446,24,145,52,https://twitter.com/user_5446/status/100017,wikipedia,True,False,Wikipedia editors are unsung heroes keeping artificial intelligence info accurate,,,10,81,221,low,2020,8,August,Friday,0,False,pre-ChatGPT
874070,2024-03-12,Can't believe how detailed the Wikipedia article on science is 😮,user_1374,247,143,14,https://twitter.com/user_1374/status/100018,wikipedia,True,False,Can't believe how detailed the Wikipedia article on science is,,,10,62,404,low,2024,3,March,Tuesday,0,False,post-ChatGPT
874071,2022-04-01,Wikipedia fundraising again lol — politics info should be paid for,user_2042,230,92,99,https://twitter.com/user_2042/status/100019,wikipedia,True,False,Wikipedia fundraising again lol politics info should be paid for,,,10,64,421,low,2022,4,April,Friday,0,False,pre-ChatGPT
874072,2022-07-02,Wikipedia is still the best source for quick facts about knowledge,user_1503,431,60,44,https://twitter.com/user_1503/status/100020,wikipedia,True,False,Wikipedia is still the best source for quick facts about knowledge,,,11,66,535,medium,2022,7,July,Saturday,0,True,pre-ChatGPT
874073,2021-11-07,ChatGPT vs Wikipedia — which do you trust more for machine learning?,user_1648,355,131,4,https://twitter.com/user_1648/status/100021,wikipedia,True,False,ChatGPT vs Wikipedia which do you trust more for machine learning?,,,11,66,490,low,2021,11,November,Sunday,0,True,pre-ChatGPT
874074,2020-11-29,Just edited a ChatGPT article on Wikipedia. Community effort rocks.,user_8815,95,131,20,https://twitter.com/user_8815/status/100022,wikipedia,True,False,Just edited a ChatGPT article on Wikipedia. Community effort rocks.,,,10,67,246,low,2020,11,November,Sunday,0,True,pre-ChatGPT
874075,2024-08-18,Wikipedia's climate page is completely wrong and biased.,user_8577,75,119,40,https://twitter.com/user_8577/status/100023,wikipedia,True,False,Wikipedia's climate page is completely wrong and biased.,,,8,56,234,low,2024,8,August,Sunday,0,True,post-ChatGPT
874076,2023-11-27,Donated to Wikimedia today — open source deserves accurate info free for all,user_8396,301,14,6,https://twitter.com/user_8396/status/100024,wikipedia,True,False,Donated to Wikimedia today open source deserves accurate info free for all,,,12,74,321,low,2023,11,November,Monday,0,False,post-ChatGPT
874077,2023-03-21,AI is replacing Wikipedia for open source lookups tbh,user_1500,23,94,32,https://twitter.com/user_1500/status/100025,wikipedia,True,False,AI is replacing Wikipedia for open source lookups tbh,,,9,53,149,low,2023,3,March,Tuesday,0,False,post-ChatGPT
874078,2022-01-04,The education Wikipedia article needs serious updating,user_1698,159,122,46,https://twitter.com/user_1698/status/100026,wikipedia,True,False,The education Wikipedia article needs serious updating,,,7,54,327,low,2022,1,January,Tuesday,0,False,pre-ChatGPT
874079,2024-02-10,Wikipedia editors are unsung heroes keeping machine learning info accurate,user_3525,69,190,94,https://twitter.com/user_3525/status/100027,wikipedia,True,False,Wikipedia editors are unsung heroes keeping machine learning info accurate,,,10,74,353,low,2024,2,February,Saturday,0,True,post-ChatGPT
874080,2022-09-22,Can't believe how detailed the Wikipedia article on health is 😮,user_6087,10,105,8,https://twitter.com/user_6087/status/100028,wikipedia,True,False,Can't believe how detailed the Wikipedia article on health is,,,10,61,123,low,2022,9,September,Thursday,0,False,pre-ChatGPT
874081,2022-03-20,Wikipedia fundraising again lol — education info should be paid for,user_4006,459,68,57,https://twitter.com/user_4006/status/100029,wikipedia,True,False,Wikipedia fundraising again lol education info should be paid for,,,10,65,584,medium,2022,3,March,Sunday,0,True,pre-ChatGPT
874082,2022-04-02,Wikipedia is still the best source for quick facts about politics,user_5387,44,111,91,https://twitter.com/user_5387/status/100030,wikipedia,True,False,Wikipedia is still the best source for quick facts about politics,,,11,65,246,low,2022,4,April,Saturday,0,True,pre-ChatGPT
874083,2021-02-18,ChatGPT vs Wikipedia — which do you trust more for machine learning?,user_2556,4,35,80,https://twitter.com/user_2556/status/100031,wikipedia,True,False,ChatGPT vs Wikipedia which do you trust more for machine learning?,,,11,66,119,low,2021,2,February,Thursday,0,False,pre-ChatGPT
874084,2020-06-17,Just edited a machine learning article on Wikipedia. Community effort rocks.,user_7576,466,18,92,https://twitter.com/user_7576/status/100032,wikipedia,True,False,Just edited a machine learning article on Wikipedia. Community effort rocks.,,,11,76,576,medium,2020,6,June,Wednesday,0,False,pre-ChatGPT
874085,2022-10-09,Wikipedia's open source page is completely wrong and biased.,user_3824,94,135,17,https://twitter.com/user_3824/status/100033,wikipedia,True,False,Wikipedia's open source page is completely wrong and biased.,,,9,60,246,low,2022,10,October,Sunday,0,True,pre-ChatGPT
874086,2024-06-08,Donated to Wikimedia today — history deserves accurate info free for all,user_1598,408,197,80,https://twitter.com/user_1598/status/100034,wikipedia,True,False,Donated to Wikimedia today history deserves accurate info free for all,,,11,70,685,high,2024,6,June,Saturday,0,True,post-ChatGPT
874087,2020-04-26,AI is replacing Wikipedia for machine learning lookups tbh,user_7683,15,169,97,https://twitter.com/user_7683/status/100035,wikipedia,True,False,AI is replacing Wikipedia for machine learning lookups tbh,,,9,58,281,low,2020,4,April,Sunday,0,True,pre-ChatGPT
874088,2024-04-15,The science Wikipedia article needs serious updating,user_9124,76,116,32,https://twitter.com/user_9124/status/100036,wikipedia,True,False,The science Wikipedia article needs serious updating,,,7,52,224,low,2024,4,April,Monday,0,False,post-ChatGPT
874089,2024-02-19,Wikipedia editors are unsung heroes keeping machine learning info accurate,user_1132,55,8,49,https://twitter.com/user_1132/status/100037,wikipedia,True,False,Wikipedia editors are unsung heroes keeping machine learning info accurate,,,10,74,112,low,2024,2,February,Monday,0,False,post-ChatGPT
874090,2021-05-20,Can't believe how detailed the Wikipedia article on history is 😮,user_4929,353,197,53,https://twitter.com/user_4929/status/100038,wikipedia,True,False,Can't believe how detailed the Wikipedia article on history is,,,10,62,603,medium,2021,5,May,Thursday,0,False,pre-ChatGPT
874091,2023-02-26,Wikipedia fundraising again lol — artificial intelligence info should be paid for,user_8443,310,89,49,https://twitter.com/user_8443/status/100039,wikipedia,True,False,Wikipedia fundraising again lol artificial intelligence info should be paid for,,,11,79,448,low,2023,2,February,Sunday,0,True,post-ChatGPT
874092,2020-10-28,Wikipedia is still the best source for quick facts about technology,user_7354,237,57,28,https://twitter.com/user_7354/status/100040,wikipedia,True,False,Wikipedia is still the best source for quick facts about technology,,,11,67,322,low,2020,10,October,Wednesday,0,False,pre-ChatGPT
874093,2023-10-15,ChatGPT vs Wikipedia — which do you trust more for artificial intelligence?,user_8708,120,178,97,https://twitter.com/user_8708/status/100041,wikipedia,True,False,ChatGPT vs Wikipedia which do you trust more for artificial intelligence?,,,11,73,395,low,2023,10,October,Sunday,0,True,post-ChatGPT
874094,2023-07-02,Just edited a ChatGPT article on Wikipedia. Community effort rocks.,user_4736,44,149,95,https://twitter.com/user_4736/status/100042,wikipedia,True,False,Just edited a ChatGPT article on Wikipedia. Community effort rocks.,,,10,67,288,low,2023,7,July,Sunday,0,True,post-ChatGPT
874095,2021-10-09,Wikipedia's ChatGPT page is completely wrong and biased.,user_4349,284,149,38,https://twitter.com/user_4349/status/100043,wikipedia,True,False,Wikipedia's ChatGPT page is completely wrong and biased.,,,8,56,471,low,2021,10,October,Saturday,0,True,pre-ChatGPT
874096,2020-05-03,Donated to Wikimedia today — climate deserves accurate info free for all,user_7381,115,55,80,https://twitter.com/user_7381/status/100044,wikipedia,True,False,Donated to Wikimedia today climate deserves accurate info free for all,,,11,70,250,low,2020,5,May,Sunday,0,True,pre-ChatGPT
874097,2024-11-06,AI is replacing Wikipedia for artificial intelligence lookups tbh,user_2382,295,198,39,https://twitter.com/user_2382/status/100045,wikipedia,True,False,AI is replacing Wikipedia for artificial intelligence lookups tbh,,,9,65,532,medium,2024,11,November,Wednesday,0,False,post-ChatGPT
874098,2022-03-24,The science Wikipedia article needs serious updating,user_3154,343,90,79,https://twitter.com/user_3154/status/100046,wikipedia,True,False,The science Wikipedia article needs serious updating,,,7,52,512,low,2022,3,March,Thursday,0,False,pre-ChatGPT
874099,2024-06-17,Wikipedia editors are unsung heroes keeping politics info accurate,user_6406,424,106,58,https://twitter.com/user_6406/status/100047,wikipedia,True,False,Wikipedia editors are unsung heroes keeping politics info accurate,,,9,66,588,medium,2024,6,June,Monday,0,False,post-ChatGPT
874100,2023-05-22,Can't believe how detailed the Wikipedia article on history is 😮,user_7015,246,150,47,https://twitter.com/user_7015/status/100048,wikipedia,True,False,Can't believe how detailed the Wikipedia article on history is,,,10,62,443,low,2023,5,May,Monday,0,False,post-ChatGPT
874101,2023-11-21,Wikipedia fundraising again lol — technology info should be paid for,user_2076,2,131,12,https://twitter.com/user_2076/status/100049,wikipedia,True,False,Wikipedia fundraising again lol technology info should be paid for,,,10,66,145,low,2023,11,November,Tuesday,0,False,post-ChatGPT
874102,2023-10-18,Wikipedia is still the best source for quick facts about climate,user_5574,140,34,65,https://twitter.com/user_5574/status/100050,wikipedia,True,False,Wikipedia is still the best source for quick facts about climate,,,11,64,239,low,2023,10,October,Wednesday,0,False,post-ChatGPT
874103,2020-12-21,ChatGPT vs Wikipedia — which do you trust more for knowledge?,user_4283,426,60,32,https://twitter.com/user_4283/status/100051,wikipedia,True,False,ChatGPT vs Wikipedia which do you trust more for knowledge?,,,10,59,518,low,2020,12,December,Monday,0,False,pre-ChatGPT
874104,2021-10-26,Just edited a climate article on Wikipedia. Community effort rocks.,user_5515,266,72,21,https://twitter.com/user_5515/status/100052,wikipedia,True,False,Just edited a climate article on Wikipedia. Community effort rocks.,,,10,67,359,low,2021,10,October,Tuesday,0,False,pre-ChatGPT
874105,2022-05-01,Wikipedia's open source page is completely wrong and biased.,user_9624,309,189,19,https://twitter.com/user_9624/status/100053,wikipedia,True,False,Wikipedia's open source page is completely wrong and biased.,,,9,60,517,low,2022,5,May,Sunday,0,True,pre-ChatGPT
874106,2022-06-27,Donated to Wikimedia today — education deserves accurate info free for all,user_1689,228,142,98,https://twitter.com/user_1689/status/100054,wikipedia,True,False,Donated to Wikimedia today education deserves accurate info free for all,,,11,72,468,low,2022,6,June,Monday,0,False,pre-ChatGPT
874107,2020-03-20,AI is replacing Wikipedia for history lookups tbh,user_9958,81,73,10,https://twitter.com/user_9958/status/100055,wikipedia,True,False,AI is replacing Wikipedia for history lookups tbh,,,8,49,164,low,2020,3,March,Friday,0,False,pre-ChatGPT
874108,2022-09-24,The technology Wikipedia article needs serious updating,user_5045,448,146,79,https://twitter.com/user_5045/status/100056,wikipedia,True,False,The technology Wikipedia article needs serious updating,,,7,55,673,high,2022,9,September,Saturday,0,True,pre-ChatGPT
874109,2020-10-08,Wikipedia editors are unsung heroes keeping health info accurate,user_7948,386,147,86,https://twitter.com/user_7948/status/100057,wikipedia,True,False,Wikipedia editors are unsung heroes keeping health info accurate,,,9,64,619,high,2020,10,October,Thursday,0,False,pre-ChatGPT
874110,2023-09-18,Can't believe how detailed the Wikipedia article on climate is 😮,user_4819,497,78,3,https://twitter.com/user_4819/status/100058,wikipedia,True,False,Can't believe how detailed the Wikipedia article on climate is,,,10,62,578,medium,2023,9,September,Monday,0,False,post-ChatGPT
874111,2023-05-31,Wikipedia fundraising again lol — health info should be paid for,user_3798,427,80,58,https://twitter.com/user_3798/status/100059,wikipedia,True,False,Wikipedia fundraising again lol health info should be paid for,,,10,62,565,medium,2023,5,May,Wednesday,0,False,post-ChatGPT
874112,2024-08-10,Wikipedia is still the best source for quick facts about history,user_7934,145,178,57,https://twitter.com/user_7934/status/100060,wikipedia,True,False,Wikipedia is still the best source for quick facts about history,,,11,64,380,low,2024,8,August,Saturday,0,True,post-ChatGPT
874113,2023-09-21,ChatGPT vs Wikipedia — which do you trust more for artificial intelligence?,user_7188,127,112,35,https://twitter.com/user_7188/status/100061,wikipedia,True,False,ChatGPT vs Wikipedia which do you trust more for artificial intelligence?,,,11,73,274,low,2023,9,September,Thursday,0,False,post-ChatGPT
874114,2021-10-31,Just edited a science article on Wikipedia. Community effort rocks.,user_2296,124,29,66,https://twitter.com/user_2296/status/100062,wikipedia,True,False,Just edited a science article on Wikipedia. Community effort rocks.,,,10,67,219,low,2021,10,October,Sunday,0,True,pre-ChatGPT
874115,2024-10-31,Wikipedia's ChatGPT page is completely wrong and biased.,user_7347,459,143,40,https://twitter.com/user_7347/status/100063,wikipedia,True,False,Wikipedia's ChatGPT page is completely wrong and biased.,,,8,56,642,high,2024,10,October,Thursday,0,False,post-ChatGPT
874116,2022-01-19,Donated to Wikimedia today — health deserves accurate info free for all,user_7776,278,117,43,https://twitter.com/user_7776/status/100064,wikipedia,True,False,Donated to Wikimedia today health deserves accurate info free for all,,,11,69,438,low,2022,1,January,Wednesday,0,False,pre-ChatGPT
874117,2021-08-17,AI is replacing Wikipedia for ChatGPT lookups tbh,user_4490,227,101,43,https://twitter.com/user_4490/status/100065,wikipedia,True,False,AI is replacing Wikipedia for ChatGPT lookups tbh,,,8,49,371,low,2021,8,August,Tuesday,0,False,pre-ChatGPT
874118,2024-07-10,The ChatGPT Wikipedia article needs serious updating,user_9329,484,145,80,https://twitter.com/user_9329/status/100066,wikipedia,True,False,The ChatGPT Wikipedia article needs serious updating,,,7,52,709,high,2024,7,July,Wednesday,0,False,post-ChatGPT
874119,2021-11-07,Wikipedia editors are unsung heroes keeping ChatGPT info accurate,user_6767,301,181,63,https://twitter.com/user_6767/status/100067,wikipedia,True,False,Wikipedia editors are unsung heroes keeping ChatGPT info accurate,,,9,65,545,medium,2021,11,November,Sunday,0,True,pre-ChatGPT
874120,2020-05-19,Can't believe how detailed the Wikipedia article on politics is 😮,user_4002,454,66,37,https://twitter.com/user_4002/status/100068,wikipedia,True,False,Can't believe how detailed the Wikipedia article on politics is,,,10,63,557,medium,2020,5,May,Tuesday,0,False,pre-ChatGPT
874121,2022-05-06,Wikipedia fundraising again lol — history info should be paid for,user_1096,492,83,92,https://twitter.com/user_1096/status/100069,wikipedia,True,False,Wikipedia fundraising again lol history info should be paid for,,,10,63,667,high,2022,5,May,Friday,0,False,pre-ChatGPT
874122,2023-12-23,Wikipedia is still the best source for quick facts about education,user_7073,39,37,80,https://twitter.com/user_7073/status/100070,wikipedia,True,False,Wikipedia is still the best source for quick facts about education,,,11,66,156,low,2023,12,December,Saturday,0,True,post-ChatGPT
874123,2020-12-11,ChatGPT vs Wikipedia — which do you trust more for knowledge?,user_2881,180,129,93,https://twitter.com/user_2881/status/100071,wikipedia,True,False,ChatGPT vs Wikipedia which do you trust more for knowledge?,,,10,59,402,low,2020,12,December,Friday,0,False,pre-ChatGPT
874124,2022-04-24,Just edited a open source article on Wikipedia. Community effort rocks.,user_7807,367,80,73,https://twitter.com/user_7807/status/100072,wikipedia,True,False,Just edited a open source article on Wikipedia. Community effort rocks.,,,11,71,520,medium,2022,4,April,Sunday,0,True,pre-ChatGPT
874125,2020-08-25,Wikipedia's artificial intelligence page is completely wrong and biased.,user_5725,406,68,39,https://twitter.com/user_5725/status/100073,wikipedia,True,False,Wikipedia's artificial intelligence page is completely wrong and biased.,,,9,72,513,low,2020,8,August,Tuesday,0,False,pre-ChatGPT
874126,2023-06-06,Donated to Wikimedia today — artificial intelligence deserves accurate info free for all,user_5200,74,139,77,https://twitter.com/user_5200/status/100074,wikipedia,True,False,Donated to Wikimedia today artificial intelligence deserves accurate info free for all,,,12,86,290,low,2023,6,June,Tuesday,0,False,post-ChatGPT
874127,2022-05-18,AI is replacing Wikipedia for knowledge lookups tbh,user_2473,159,81,32,https://twitter.com/user_2473/status/100075,wikipedia,True,False,AI is replacing Wikipedia for knowledge lookups tbh,,,8,51,272,low,2022,5,May,Wednesday,0,False,pre-ChatGPT
874128,2021-08-25,The education Wikipedia article needs serious updating,user_7402,274,92,27,https://twitter.com/user_7402/status/100076,wikipedia,True,False,The education Wikipedia article needs serious updating,,,7,54,393,low,2021,8,August,Wednesday,0,False,pre-ChatGPT
874129,2021-02-18,Wikipedia editors are unsung heroes keeping history info accurate,user_2492,399,88,45,https://twitter.com/user_2492/status/100077,wikipedia,True,False,Wikipedia editors are unsung heroes keeping history info accurate,,,9,65,532,medium,2021,2,February,Thursday,0,False,pre-ChatGPT
874130,2022-10-27,Can't believe how detailed the Wikipedia article on health is 😮,user_4759,56,51,96,https://twitter.com/user_4759/status/100078,wikipedia,True,False,Can't believe how detailed the Wikipedia article on health is,,,10,61,203,low,2022,10,October,Thursday,0,False,pre-ChatGPT
874131,2023-05-07,Wikipedia fundraising again lol — machine learning info should be paid for,user_8525,300,25,56,https://twitter.com/user_8525/status/100079,wikipedia,True,False,Wikipedia fundraising again lol machine learning info should be paid for,,,11,72,381,low,2023,5,May,Sunday,0,True,post-ChatGPT
874132,2024-09-12,Wikipedia is still the best source for quick facts about machine learning,user_9282,148,165,38,https://twitter.com/user_9282/status/100080,wikipedia,True,False,Wikipedia is still the best source for quick facts about machine learning,,,12,73,351,low,2024,9,September,Thursday,0,False,post-ChatGPT
874133,2022-03-08,ChatGPT vs Wikipedia — which do you trust more for health?,user_9901,108,18,46,https://twitter.com/user_9901/status/100081,wikipedia,True,False,ChatGPT vs Wikipedia which do you trust more for health?,,,10,56,172,low,2022,3,March,Tuesday,0,False,pre-ChatGPT
874134,2020-10-20,Just edited a machine learning article on Wikipedia. Community effort rocks.,user_9621,257,64,29,https://twitter.com/user_9621/status/100082,wikipedia,True,False,Just edited a machine learning article on Wikipedia. Community effort rocks.,,,11,76,350,low,2020,10,October,Tuesday,0,False,pre-ChatGPT
874135,2024-02-28,Wikipedia's artificial intelligence page is completely wrong and biased.,user_6003,207,133,65,https://twitter.com/user_6003/status/100083,wikipedia,True,False,Wikipedia's artificial intelligence page is completely wrong and biased.,,,9,72,405,low,2024,2,February,Wednesday,0,False,post-ChatGPT
874136,2023-02-23,Donated to Wikimedia today — knowledge deserves accurate info free for all,user_2804,317,26,35,https://twitter.com/user_2804/status/100084,wikipedia,True,False,Donated to Wikimedia today knowledge deserves accurate info free for all,,,11,72,378,low,2023,2,February,Thursday,0,False,post-ChatGPT
874137,2023-07-01,AI is replacing Wikipedia for education lookups tbh,user_8550,158,131,55,https://twitter.com/user_8550/status/100085,wikipedia,True,False,AI is replacing Wikipedia for education lookups tbh,,,8,51,344,low,2023,7,July,Saturday,0,True,post-ChatGPT
874138,2020-06-26,The technology Wikipedia article needs serious updating,user_8213,411,146,36,https://twitter.com/user_8213/status/100086,wikipedia,True,False,The technology Wikipedia article needs serious updating,,,7,55,593,medium,2020,6,June,Friday,0,False,pre-ChatGPT
874139,2021-07-24,Wikipedia editors are unsung heroes keeping machine learning info accurate,user_9911,39,132,32,https://twitter.com/user_9911/status/100087,wikipedia,True,False,Wikipedia editors are unsung heroes keeping machine learning info accurate,,,10,74,203,low,2021,7,July,Saturday,0,True,pre-ChatGPT
874140,2023-11-02,Can't believe how detailed the Wikipedia article on health is 😮,user_6857,430,61,97,https://twitter.com/user_6857/status/100088,wikipedia,True,False,Can't believe how detailed the Wikipedia article on health is,,,10,61,588,medium,2023,11,November,Thursday,0,False,post-ChatGPT
874141,2024-02-27,Wikipedia fundraising again lol — health info should be paid for,user_2274,14,3,34,https://twitter.com/user_2274/status/100089,wikipedia,True,False,Wikipedia fundraising again lol health info should be paid for,,,10,62,51,low,2024,2,February,Tuesday,0,False,post-ChatGPT
874142,2022-03-05,Wikipedia is still the best source for quick facts about climate,user_5525,367,177,7,https://twitter.com/user_5525/status/100090,wikipedia,True,False,Wikipedia is still the best source for quick facts about climate,,,11,64,551,medium,2022,3,March,Saturday,0,True,pre-ChatGPT
874143,2024-01-08,ChatGPT vs Wikipedia — which do you trust more for health?,user_5033,173,65,37,https://twitter.com/user_5033/status/100091,wikipedia,True,False,ChatGPT vs Wikipedia which do you trust more for health?,,,10,56,275,low,2024,1,January,Monday,0,False,post-ChatGPT
874144,2024-03-16,Just edited a ChatGPT article on Wikipedia. Community effort rocks.,user_8585,191,161,53,https://twitter.com/user_8585/status/100092,wikipedia,True,False,Just edited a ChatGPT article on Wikipedia. Community effort rocks.,,,10,67,405,low,2024,3,March,Saturday,0,True,post-ChatGPT
874145,2021-12-08,Wikipedia's education page is completely wrong and biased.,user_4532,9,39,9,https://twitter.com/user_4532/status/100093,wikipedia,True,False,Wikipedia's education page is completely wrong and biased.,,,8,58,57,low,2021,12,December,Wednesday,0,False,pre-ChatGPT
874146,2024-06-27,Donated to Wikimedia today — open source deserves accurate info free for all,user_3957,351,32,30,https://twitter.com/user_3957/status/100094,wikipedia,True,False,Donated to Wikimedia today open source deserves accurate info free for all,,,12,74,413,low,2024,6,June,Thursday,0,False,post-ChatGPT
874147,2021-06-10,AI is replacing Wikipedia for climate lookups tbh,user_1720,82,155,16,https://twitter.com/user_1720/status/100095,wikipedia,True,False,AI is replacing Wikipedia for climate lookups tbh,,,8,49,253,low,2021,6,June,Thursday,0,False,pre-ChatGPT
874148,2021-03-13,The history Wikipedia article needs serious updating,user_8518,329,187,50,https://twitter.com/user_8518/status/100096,wikipedia,True,False,The history Wikipedia article needs serious updating,,,7,52,566,medium,2021,3,March,Saturday,0,True,pre-ChatGPT
874149,2023-05-30,Wikipedia editors are unsung heroes keeping climate info accurate,user_7797,362,172,72,https://twitter.com/user_7797/status/100097,wikipedia,True,False,Wikipedia editors are unsung heroes keeping climate info accurate,,,9,65,606,high,2023,5,May,Tuesday,0,False,post-ChatGPT
874150,2023-03-08,Can't believe how detailed the Wikipedia article on politics is 😮,user_1371,422,150,96,https://twitter.com/user_1371/status/100098,wikipedia,True,False,Can't believe how detailed the Wikipedia article on politics is,,,10,63,668,high,2023,3,March,Wednesday,0,False,post-ChatGPT
874151,2020-09-12,Wikipedia fundraising again lol — politics info should be paid for,user_4903,354,49,38,https://twitter.com/user_4903/status/100099,wikipedia,True,False,Wikipedia fundraising again lol politics info should be paid for,,,10,64,441,low,2020,9,September,Saturday,0,True,pre-ChatGPT
874152,2024-02-28,Wikipedia is still the best source for quick facts about politics,user_5316,150,182,86,https://twitter.com/user_5316/status/100100,wikipedia,True,False,Wikipedia is still the best source for quick facts about politics,,,11,65,418,low,2024,2,February,Wednesday,0,False,post-ChatGPT
874153,2020-12-30,ChatGPT vs Wikipedia — which do you trust more for climate?,user_5223,369,133,21,https://twitter.com/user_5223/status/100101,wikipedia,True,False,ChatGPT vs Wikipedia which do you trust more for climate?,,,10,57,523,medium,2020,12,December,Wednesday,0,False,pre-ChatGPT
874154,2024-01-08,Just edited a technology article on Wikipedia. Community effort rocks.,user_9269,412,34,78,https://twitter.com/user_9269/status/100102,wikipedia,True,False,Just edited a technology article on Wikipedia. Community effort rocks.,,,10,70,524,medium,2024,1,January,Monday,0,False,post-ChatGPT
874155,2020-01-14,Wikipedia's machine learning page is completely wrong and biased.,user_2355,158,25,56,https://twitter.com/user_2355/status/100103,wikipedia,True,False,Wikipedia's machine learning page is completely wrong and biased.,,,9,65,239,low,2020,1,January,Tuesday,0,False,pre-ChatGPT
